"","X","CASE_STATUS","EMPLOYER_NAME","SOC_NAME","JOB_TITLE","FULL_TIME_POSITION","PREVAILING_WAGE","YEAR","WORKSITE","REGION","lon","lat"
"4243",4243,"CERTIFIED","UNITED MERCHANT SERVICES INC.","TECHNICAL","COMPUTER PROGRAMMING ANALYST","N",53393.6,2013,"HACKENSACK, NEW JERSEY"," NORTH EAST",-74.0434736,40.8859325
"4244",4244,"CERTIFIED","PYRAMID TECHNOLOGY SOLUTIONS, INC.","TECHNICAL","SR. GUIDEWIRE QA TESTER","Y",69846,2013,"WEST TRENTON, NEW JERSEY"," NORTH EAST",-74.8181929,40.2640578
"4245",4245,"CERTIFIED","HTC AMERICA, INC.","NON-TECHNICAL","MARKETING MANAGER, LATIN AMERICA","Y",100027,2013,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"4246",4246,"CERTIFIED","AEGIS THERAPIES, INC.","NON-TECHNICAL","PHYSICAL THERAPIST","Y",74672,2013,"SANTA ROSA, CALIFORNIA"," WEST",-122.7140548,38.440429
"4247",4247,"CERTIFIED","PVR TECHNOLOGIES INC","TECHNICAL","CLINICAL SAS PROGRAMMER","Y",48818,2013,"KING OF PRUSSIA, PENNSYLVANIA"," NORTH EAST",-75.3835525,40.1012856
"4248",4248,"CERTIFIED","PROKARMA, INC.","TECHNICAL","PROGRAMMER ANALYST","Y",52832,2013,"OMAHA, NEBRASKA"," MID WEST",-95.9979883,41.2523634
"4249",4249,"CERTIFIED","NAGARRO, INC.","TECHNICAL","DEVELOPER","Y",59675,2013,"COOPERSBURG, PENNSYLVANIA"," NORTH EAST",-75.390458,40.5114885
"4250",4250,"CERTIFIED","FUSION SOLUTIONS, LLC.","TECHNICAL","TELECOMMUNICATIONS ENGINEERING SPECIALIST","Y",56618,2013,"PLEASANTON, CALIFORNIA"," WEST",-121.8746789,37.6624312
"4251",4251,"CERTIFIED","GULFSTREAM AEROSPACE CORPORATION","TECHNICAL","INTERACTIVE WEB DEVELOPER ASSOCIATE","Y",51022,2013,"SAVANNAH, GEORGIA"," SOUTH",-81.0998342,32.0835407
"4252",4252,"CERTIFIED","NIIT TECHNOLOGIES LIMITED","NON-TECHNICAL","BUSINESS ANALYST","Y",78811,2013,"WASHINGTON, DISTRICT OF COLUMBIA"," SOUTH",-77.0368707,38.9071923
"4253",4253,"CERTIFIED","PURPOSE CAMPAIGNS LLC","TECHNICAL","POLITICAL STRATEGY DIRECTOR","Y",108347,2013,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"4254",4254,"CERTIFIED","TAVANT TECHNOLOGIES, INC.","TECHNICAL","SOFTWARE ENGINEER","Y",76690,2013,"SAN FRANCISCO, CALIFORNIA"," WEST",-122.4194155,37.7749295
"4255",4255,"CERTIFIED","BRAIN PLASTICITY INSTITUTE","NON-TECHNICAL","GRAPHIC DESIGNER","Y",56680,2013,"SAN FRANCISCO, CALIFORNIA"," WEST",-122.4194155,37.7749295
"4256",4256,"CERTIFIED","FORD MOTOR COMPANY","TECHNICAL","RESEARCH ENGINEER","Y",79290,2013,"DEARBORN, MICHIGAN"," MID WEST",-83.1763145,42.3222599
"4257",4257,"CERTIFIED","RESEARCH IN MOTION CORPORATION","TECHNICAL","JAVA WEB DEVELOPER","Y",78062,2013,"ALPHARETTA, GEORGIA"," SOUTH",-84.2940899,34.0753762
"4258",4258,"CERTIFIED","ANALYZER INTERNATIONAL INC.","TECHNICAL","CIVIL ENGINEER","Y",98488,2013,"CONCORD, CALIFORNIA"," WEST",-122.0310733,37.9779776
"4259",4259,"CERTIFIED","Q-LAB CORPORATION","TECHNICAL","OPTICAL LIGHTING ENGINEER","Y",75795,2013,"WESTLAKE, OHIO"," MID WEST",-81.9179173,41.4553232
"4260",4260,"CERTIFIED","BATES WHITE","NON-TECHNICAL","SENIOR CONSULTANT","Y",135720,2013,"WASHINGTON, DISTRICT OF COLUMBIA"," SOUTH",-77.0368707,38.9071923
"4261",4261,"CERTIFIED","SIEMENS CORPORATION","TECHNICAL","PROJECT MANAGEMENT SPECIALIST","Y",113859,2013,"WASHINGTON, DISTRICT OF COLUMBIA"," SOUTH",-77.0368707,38.9071923
"4262",4262,"CERTIFIED","CREATIVE BUSINESS & TAX SOLUTIONS, INC.","NON-TECHNICAL","MARKETING ANALYST","Y",34070,2013,"TARZANA, CALIFORNIA"," WEST",-118.5506158,34.1494848
"4263",4263,"CERTIFIED","GENZYME CORPORATION","NON-TECHNICAL","REGULATORY AFFAIRS SENIOR ASSOCIATE, INTERNATIONAL","Y",68203,2013,"CAMBRIDGE, MASSACHUSETTS"," NORTH EAST",-71.1097335,42.3736158
"4264",4264,"CERTIFIED","ADOBE SYSTEMS INCORPORATED","TECHNICAL","SECURITY RESEARCHER","Y",82098,2013,"SAN FRANCISCO, CALIFORNIA"," WEST",-122.4194155,37.7749295
"4265",4265,"CERTIFIED","ADOBE SYSTEMS INCORPORATED","TECHNICAL","WEB APPLICATIONS DEVELOPER","Y",92789,2013,"SAN FRANCISCO, CALIFORNIA"," WEST",-122.4194155,37.7749295
"4266",4266,"CERTIFIED","CSR TECHNOLOGY INC.","NON-TECHNICAL","ACCOUNT MANAGER - RIM","Y",197267,2013,"SUNNYVALE, CALIFORNIA"," WEST",-122.0363496,37.36883
"4267",4267,"CERTIFIED","WELLINGTON MANAGEMENT COMPANY LLP","TECHNICAL","TECHNOLOGY SPECIALIST","Y",58240,2013,"BOSTON, MASSACHUSETTS"," NORTH EAST",-71.0588801,42.3600825
"4268",4268,"CERTIFIED","KISS NAIL PRODUCTS, INC.","TECHNICAL","COMPUTER PROGRAMMER","Y",54870.4,2013,"PORT WASHINGTON, NEW YORK"," NORTH EAST",-73.6981858,40.8256561
"4269",4269,"CERTIFIED","AMERICAN INTERNATIONAL EDUCATION DEVELOPMENT COUNC","NON-TECHNICAL","PROGRAM DIRECTOR","Y",48402,2013,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"4271",4271,"CERTIFIED","CYNOSOFT SOLUTIONS, INC.","TECHNICAL","ORACLE  IDENTITY MANAGEMENT ADMINISTRATOR","Y",59987,2013,"PARSIPPANY, NEW JERSEY"," NORTH EAST",-74.4173877,40.8652865
"4273",4273,"CERTIFIED","RAYVEN IT SOLUTIONS LLC","TECHNICAL","PROGRAMMER ANALYST/SAP CONSULTANT","Y",84282,2013,"SAN FRANCISCO, CALIFORNIA"," WEST",-122.4194155,37.7749295
"4274",4274,"CERTIFIED","PIONEER CORPORATE SERVICES INC","TECHNICAL","PROGRAMMER ANALYST","Y",53747,2013,"ASHBURN, VIRGINIA"," SOUTH",-77.4874416,39.0437567
"4275",4275,"CERTIFIED","NEXIUS INSIGHT, INC.","NON-TECHNICAL","MARKET RESEARCH ANALYST","Y",42370,2013,"RESTON, VIRGINIA"," SOUTH",-77.3570028,38.9586307
"4276",4276,"CERTIFIED","TIBCO SOFTWARE, INC.","TECHNICAL","ASSOCIATE CONSULTANT","Y",75878,2013,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"4277",4277,"CERTIFIED","NATIONS INFO CORPORATION","NON-TECHNICAL","MARKET RESEARCH ANALYST","Y",34070,2013,"WESTLAKE VILLAGE, CALIFORNIA"," WEST",-118.8073729,34.1466467
"4278",4278,"CERTIFIED","GREENBYTE TECHNOLOGIES, LLC","TECHNICAL","COMPUTER PROGRAMMER","Y",46821,2013,"NORTHVILLE, MICHIGAN"," MID WEST",-83.4832692,42.4311464
"4279",4279,"CERTIFIED","ELEVENDY INC.","NON-TECHNICAL","GRAPHIC DESIGNER","Y",39915,2013,"ROSEVILLE, CALIFORNIA"," WEST",-121.2880059,38.7521235
"4280",4280,"CERTIFIED","GOLDMAN SACHS SERVICES LLC","TECHNICAL","NEW ASSOCIATE PROGRAMMER ANALYST","Y",59550,2013,"JERSEY CITY, NEW JERSEY"," NORTH EAST",-74.0776417,40.7281575
"4281",4281,"CERTIFIED","GREENBYTE TECHNOLOGIES, LLC","TECHNICAL","COMPUTER PROGRAMMER","Y",46821,2013,"NORTHVILLE, MICHIGAN"," MID WEST",-83.4832692,42.4311464
"4282",4282,"CERTIFIED","PROS INC.","NON-TECHNICAL","ASSOCIATE PRODUCT MANAGER","Y",74714,2013,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"4283",4283,"CERTIFIED","PRICOL TECHNOLOGIES, INC.","TECHNICAL","DESIGN ENGINEER","Y",81536,2013,"GAITHERSBURG, MARYLAND"," SOUTH",-77.2013705,39.1434406
"4284",4284,"CERTIFIED","SKANSKA USA BUILDING, INC.","TECHNICAL","PROJECT ENGINEER","Y",56930,2013,"PORTLAND, OREGON"," WEST",-122.6764816,45.5230622
"4285",4285,"CERTIFIED","COLLABORATE SOLUTIONS INC","TECHNICAL","RELEASE ENGINEER","Y",78666,2013,"SHREWSBURY, MASSACHUSETTS"," NORTH EAST",-71.7128471,42.2959267
"4286",4286,"CERTIFIED","BONA FIDE MANAGEMENT, INC.","TECHNICAL","COMPUTER SYSTEMS ANALYST","Y",58178,2013,"ROCKLEDGE, FLORIDA"," SOUTH",-80.7269854,28.3164498
"4287",4287,"CERTIFIED","SUNERA TECHNOLOGIES, INC","TECHNICAL","PROGRAMMER ANALYST","Y",70179,2013,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"4288",4288,"CERTIFIED","MUDIAM INC","TECHNICAL","PROGRAMMER ANALYST","Y",63939,2013,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"4290",4290,"CERTIFIED","TTS SOLUTIONS INC.","TECHNICAL","PROGRAMMER ANALYST","Y",48838,2013,"CAMP HILL, PENNSYLVANIA"," NORTH EAST",-76.9199742,40.2398118
"4291",4291,"CERTIFIED","FARMERS GROUP, INC.","NON-TECHNICAL","BUSINESS ANALYST II","Y",65250,2013,"WILMINGTON, DELAWARE"," SOUTH",-75.5397878,39.7390721
"4294",4294,"CERTIFIED","WINTEK SOLUTIONS, INC.","TECHNICAL","SENIOR SOFTWARE ENGINEER","Y",78811,2013,"MINNEAPOLIS, MINNESOTA"," MID WEST",-93.2650108,44.977753
"4295",4295,"CERTIFIED","DELAWARE INVESTMENT ADVISERS, A SERIES OF DELAWARE","NON-TECHNICAL","GLOBAL REAL ESTATE SECURITIES ANALYST","Y",70013,2013,"PHILADELPHIA, PENNSYLVANIA"," NORTH EAST",-75.1652215,39.9525839
"4296",4296,"CERTIFIED","E & E CO., LTD","NON-TECHNICAL","GRAPHIC DESIGNER","Y",35381,2013,"FREMONT, CALIFORNIA"," WEST",-121.9885719,37.5482697
"4297",4297,"CERTIFIED","INTEL CORPORATION","NON-TECHNICAL","HUMAN FACTORS ENGINEER","Y",86986,2013,"HILLSBORO, OREGON"," WEST",-122.989827,45.5228939
"4298",4298,"CERTIFIED","GOOGLE INC.","TECHNICAL","SOFTWARE ENGINEER","Y",100984,2013,"MOUNTAIN VIEW, CALIFORNIA"," WEST",-122.0838511,37.3860517
"4299",4299,"CERTIFIED","NEXTCOM CONSTRUCTION, INC.","NON-TECHNICAL","INTERIOR DESIGNER","N",45926.4,2013,"FLUSHING, NEW YORK"," NORTH EAST",-73.833079,40.7674987
"4300",4300,"CERTIFIED","GOOGLE INC.","TECHNICAL","SOFTWARE ENGINEER","Y",133328,2013,"MOUNTAIN VIEW, CALIFORNIA"," WEST",-122.0838511,37.3860517
"4301",4301,"CERTIFIED","ATHENAHEALTH, INC.","NON-TECHNICAL","HEALTHCARE DATA ANALYSIS ASSOCIATE","Y",65603,2013,"WATERTOWN, MASSACHUSETTS"," NORTH EAST",-71.1828321,42.3709299
"4302",4302,"CERTIFIED","YAHOO! INC.","TECHNICAL","TECH YAHOO, SOFTWARE QUALITY ENGINEER, SR.","Y",74942,2013,"SUNNYVALE, CALIFORNIA"," WEST",-122.0363496,37.36883
"4303",4303,"CERTIFIED","DUOLINGO, INC.","TECHNICAL","SOFTWARE ENGINEER","Y",74027,2013,"PITTSBURGH, PENNSYLVANIA"," NORTH EAST",-79.9958864,40.4406248
"4304",4304,"CERTIFIED","SRT IT INCORPORATED","TECHNICAL","PROGRAMMER ANALYST","Y",60632,2013,"SPRINGFIELD, ILLINOIS"," MID WEST",-89.6501481,39.7817213
"4305",4305,"CERTIFIED","SQA CONCEPTS INC","TECHNICAL","IT SYSTEMS ANALYST","Y",60507,2013,"RESTON, VIRGINIA"," SOUTH",-77.3570028,38.9586307
"4306",4306,"CERTIFIED","BLG LOGISTICS, INC.","NON-TECHNICAL","LOGISTICS SPECIALIST","Y",47154,2013,"VANCE, ALABAMA"," SOUTH",-87.2336092,33.1742847
"4307",4307,"CERTIFIED","HITACHI AMERICA, LTD. ('HAL')","TECHNICAL","RESEARCHER, MECHANICAL","Y",68765,2013,"FARMINGTON HILLS, MICHIGAN"," MID WEST",-83.3677168,42.4989936
"4308",4308,"CERTIFIED","APTIVA CORP","TECHNICAL","SOFTWARE DEVELOPER","Y",58178,2013,"ATLANTA, GEORGIA"," SOUTH",-84.3879824,33.7489954
"4309",4309,"CERTIFIED","ST. MARY'S UNIVERSITY","TECHNICAL","ASSISTANT PROFESSOR OF MECHANICAL ENGINEERING","Y",65373,2013,"SAN ANTONIO, TEXAS"," SOUTH",-98.4936282,29.4241219
"4310",4310,"CERTIFIED","GRADUATE LEVERAGE, LLC","NON-TECHNICAL","RESEARCH ANALYST","Y",33446,2013,"WALTHAM, MASSACHUSETTS"," NORTH EAST",-71.2356113,42.3764852
"4311",4311,"CERTIFIED","TATA CONSULTANCY SERVICES LIMITED","TECHNICAL","SOFTWARE QUALITY ASSURANCE ENGINEER","Y",58906,2013,"CHICAGO, ILLINOIS"," MID WEST",-87.6297982,41.8781136
"4312",4312,"CERTIFIED","SYNERGY MICROWAVE CORPORATION","TECHNICAL","DESIGN ENGINEER","Y",61485,2013,"PATERSON, NEW JERSEY"," NORTH EAST",-74.171811,40.9167654
"4313",4313,"CERTIFIED","CHARTER GLOBAL, INC.","TECHNICAL","BUSINESS ANALYST","Y",66872,2013,"ATLANTA, GEORGIA"," SOUTH",-84.3879824,33.7489954
"4314",4314,"CERTIFIED","FLUOR ENTERPRISES, INC.","NON-TECHNICAL","PROCESS/SPECIALTY ENGINEER III","Y",82430,2013,"SUGAR LAND, TEXAS"," SOUTH",-95.6349463,29.6196787
"4315",4315,"CERTIFIED","SAB INFORMATION SYSTEMS INC.","TECHNICAL","PROGRAMMER ANALYST","Y",53477,2013,"ATLANTA, GEORGIA"," SOUTH",-84.3879824,33.7489954
"4316",4316,"CERTIFIED","DEUTSCHE BANK SECURITIES INC.","NON-TECHNICAL","ASSOCIATE","Y",116251,2013,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"4317",4317,"CERTIFIED","BONA FIDE MANAGEMENT, INC.","TECHNICAL","COMPUTER SYSTEMS ANALYST","Y",58178,2013,"ROCKLEDGE, FLORIDA"," SOUTH",-80.7269854,28.3164498
"4318",4318,"CERTIFIED","ONE WORLD TECHNOLOGIES, INC.","NON-TECHNICAL","INDUSTRIAL DESIGNER","Y",38355,2013,"ANDERSON, SOUTH CAROLINA"," SOUTH",-82.6501332,34.5034394
"4319",4319,"CERTIFIED","NORTON SHORES INTERNAL MEDICINE AND NEPHROLOGY PLC","NON-TECHNICAL","NEPHROLOGIST","Y",131186,2013,"WYOMING, MICHIGAN"," MID WEST",-85.7053085,42.9133602
"4320",4320,"CERTIFIED","BONA FIDE MANAGEMENT, INC.","TECHNICAL","COMPUTER SYSTEMS ANALYST","Y",58178,2013,"ROCKLEDGE, FLORIDA"," SOUTH",-80.7269854,28.3164498
"4321",4321,"CERTIFIED","INFOSEMANTICS, INC.","TECHNICAL","SYSTEMS CONSULTANT","Y",81016,2013,"FLOWER MOUND, TEXAS"," SOUTH",-97.0969552,33.0145673
"4322",4322,"CERTIFIED","CEDENT CONSULTING, INC.","NON-TECHNICAL","BUSINESS ANALYST","Y",40061,2013,"FRISCO, TEXAS"," SOUTH",-96.8236116,33.1506744
"4323",4323,"CERTIFIED","ITECH US, INC.","TECHNICAL","SOFTWARE ENGINEER","Y",78811,2013,"EDEN PRAIRIE, MINNESOTA"," MID WEST",-93.470786,44.8546856
"4324",4324,"CERTIFIED","VERTISYSTEM INC","TECHNICAL","PROGRAMMER ANALYST","Y",62546,2013,"FREMONT, CALIFORNIA"," WEST",-121.9885719,37.5482697
"4325",4325,"CERTIFIED","PROKARMA, INC.","TECHNICAL","PROGRAMMER ANALYST","Y",52832,2013,"OMAHA, NEBRASKA"," MID WEST",-95.9979883,41.2523634
"4326",4326,"CERTIFIED","OPTIMUM WEB MARKETING CONSULTANTS LLC","TECHNICAL","PROGRAMMER ANALYST","Y",49338,2013,"CORAL GABLES, FLORIDA"," SOUTH",-80.2683838,25.72149
"4328",4328,"CERTIFIED","RS SOFTWARE (INDIA) LTD.","TECHNICAL","SOFTWARE ARCHITECT","Y",70949,2013,"FOSTER CITY, CALIFORNIA"," WEST",-122.2710788,37.5585465
"4329",4329,"CERTIFIED","PACIFIC INVESTMENT MANAGEMENT COMPANY (PIMCO)","NON-TECHNICAL","ACCOUNT ANALYST","Y",54808,2013,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"4330",4330,"CERTIFIED","CRISPIN PORTER & BOGUSKY, LLC","NON-TECHNICAL","INTEGRATED PRODUCER, MUSIC","Y",59696,2013,"SANTA MONICA, CALIFORNIA"," WEST",-118.4911912,34.0194543
"4331",4331,"CERTIFIED","C3, INC.","TECHNICAL","DATA SCIENTIST","Y",81682,2013,"REDWOOD CITY, CALIFORNIA"," WEST",-122.2363548,37.4852152
"4332",4332,"CERTIFIED","VEDICSOFT","TECHNICAL","SOFTWARE ENGINEER","Y",60444.8,2013,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"4334",4334,"CERTIFIED","ETEAM, INC.","TECHNICAL","SAP BOBJ DEVELOPER","Y",70970,2013,"MONTVALE, NEW JERSEY"," NORTH EAST",-74.0229173,41.0467635
"4335",4335,"CERTIFIED","CWC INTERNATIONAL INC.","TECHNICAL","SYSTEMS ANALYST","Y",54496,2013,"STAFFORD, TEXAS"," SOUTH",-95.5577221,29.6160671
"4336",4336,"CERTIFIED","SYSTEM SOFT TECHNOLOGIES, LLC","TECHNICAL","BUSINESS ANALYST","Y",56347,2013,"EDINA, MINNESOTA"," MID WEST",-93.3499489,44.8896866
"4337",4337,"CERTIFIED","GOTHAM DIRECT, INC.","NON-TECHNICAL","MARKETING INSIGHTS ANALYST","Y",45448,2013,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"4338",4338,"CERTIFIED","A-MAX INSURANCE SERVICES, INC.","NON-TECHNICAL","CREDIT ANALYST","Y",41787,2013,"DALLAS, TEXAS"," SOUTH",-96.7969879,32.7766642
"4339",4339,"CERTIFIED","CHARTER GLOBAL, INC.","TECHNICAL","PROGRAMMER ANALYST","Y",47174,2013,"CHICAGO, ILLINOIS"," MID WEST",-87.6297982,41.8781136
"4340",4340,"CERTIFIED","HUNTSMAN INTERNATIONAL LLC","NON-TECHNICAL","DIRECTOR, FINANCIAL COMPLIANCE","Y",131622,2013,"THE WOODLANDS, TEXAS"," SOUTH",-95.4612625,30.1658207
"4341",4341,"CERTIFIED","HELLA CORPORATE CENTER USA, INC.","TECHNICAL","SALES ENGINEER","Y",57325,2013,"PLYMOUTH, MICHIGAN"," MID WEST",-83.4702132,42.3714253
"4342",4342,"CERTIFIED","TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON","NON-TECHNICAL","PHYSICAL THERAPIST","Y",67954,2013,"DENTON, TEXAS"," SOUTH",-97.1330683,33.2148412
"4343",4343,"CERTIFIED","QUORUM REVIEW, INC.","NON-TECHNICAL","ETHICIST","Y",90293,2013,"SEATTLE, WASHINGTON"," WEST",-122.3320708,47.6062095
"4344",4344,"CERTIFIED","ACCESS SOFTEK, INC.","TECHNICAL","NETWORK ADMINISTRATOR","Y",71968,2013,"BERKELEY, CALIFORNIA"," WEST",-122.272747,37.8715926
"4345",4345,"CERTIFIED","BROADCOM CORPORATION","TECHNICAL","ENGINEER, SR STAFF - SYSTEMS DESIGN","Y",97094,2013,"MATAWAN, NEW JERSEY"," NORTH EAST",-74.2295891,40.41483
"4346",4346,"CERTIFIED","CITIGROUP GLOBAL MARKETS INC.","NON-TECHNICAL","QUANTITATIVE ANALYSIS ANALYST","Y",61485,2013,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"4347",4347,"CERTIFIED","SCHLUMBERGER TECHNOLOGY CORPORATION","NON-TECHNICAL","MANUFACTURING ENGINEER","Y",66934,2013,"SUGAR LAND, TEXAS"," SOUTH",-95.6349463,29.6196787
"4348",4348,"CERTIFIED","NINJA METRICS, INC.","TECHNICAL","SOCIAL SCIENTIST (SOFTWARE DEVELOPER)","Y",66414,2013,"MINNEAPOLIS, MINNESOTA"," MID WEST",-93.2650108,44.977753
"4350",4350,"CERTIFIED","TAYLOR FARMS FLORIDA, INC.","NON-TECHNICAL","PRODUCTION ACCOUNTING COORDINATOR","Y",73050,2013,"ORLANDO, FLORIDA"," SOUTH",-81.3792365,28.5383355
"4351",4351,"CERTIFIED","BARCLAYS CAPITAL INC.","TECHNICAL","CHIEF OF STAFF, OFFICE OF THE COO, BARCLAYS AMERIC","Y",59384,2013,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"4352",4352,"CERTIFIED","ELECTRONIC ARTS, INC.","NON-TECHNICAL","MANAGER, MARKETING ANALYTICS","Y",101608,2013,"REDWOOD CITY, CALIFORNIA"," WEST",-122.2363548,37.4852152
"4353",4353,"CERTIFIED","IDEA INTEGRATION CORP.","NON-TECHNICAL","VICE PRESIDENT, ARCHITECTURE AND SOLUTIONS","Y",114317,2013,"ASHBURN, VIRGINIA"," SOUTH",-77.4874416,39.0437567
"4354",4354,"CERTIFIED","RBC CAPITAL MARKETS, LLC","NON-TECHNICAL","ANALYST, GAT","Y",63898,2013,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"4355",4355,"CERTIFIED","UNIVERSITY OF MISSISSIPPI MEDICAL CENTER","NON-TECHNICAL","INSTRUCTOR","Y",36067,2013,"JACKSON, MISSISSIPPI"," SOUTH",-90.1848103,32.2987573
"4357",4357,"CERTIFIED","SUCCESSFACTORS, INC.","NON-TECHNICAL","SENIOR PRODUCT MANAGER","Y",111301,2013,"SOUTH SAN FRANCISCO, CALIFORNIA"," WEST",-122.4077498,37.654656
"4358",4358,"CERTIFIED","SOUTH AMERICAN PARTS CORP.","NON-TECHNICAL","OPERATIONS MANAGER","Y",80704,2013,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"4359",4359,"CERTIFIED","POPLICUS INC.","NON-TECHNICAL","CHIEF FINANCIAL OFFICER","Y",91000,2013,"SAN FRANCISCO, CALIFORNIA"," WEST",-122.4194155,37.7749295
"4360",4360,"CERTIFIED","NEXCYON PHARMACEUTICALS, INC.","NON-TECHNICAL","SENIOR STATISTICIAN","Y",57720,2013,"MADISON, WISCONSIN"," MID WEST",-89.4012302,43.0730517
"4361",4361,"CERTIFIED","ONWARD TECHNOLOGIES, INC","TECHNICAL","MECHANICAL ENGINEER","Y",53248,2013,"ROSEMONT, ILLINOIS"," MID WEST",-87.8721602,41.9867507
"4362",4362,"CERTIFIED","BRIGHTSTORM, INC.","TECHNICAL","COMPUTER PROGRAMMER","Y",80766,2013,"MOUNTAIN VIEW, CALIFORNIA"," WEST",-122.0838511,37.3860517
"4363",4363,"CERTIFIED","CSM SOFTWARE USA, LLC.","TECHNICAL","PROJECT ENGINEER","Y",61755,2013,"RAYMOND, OHIO"," MID WEST",-83.4659573,40.3344648
"4364",4364,"CERTIFIED","WALL STREET SYSTEMS DELAWARE, INC.","NON-TECHNICAL","BUSINESS CONSULTANT","Y",96512,2013,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"4365",4365,"CERTIFIED","MICROSOFT CORPORATION","TECHNICAL","SENIOR IT SERVICE ENGINEER","Y",90043,2013,"REDMOND, WASHINGTON"," WEST",-122.121512,47.6739881
"4366",4366,"CERTIFIED","LOGENIX INTERNATIONAL, LLC","NON-TECHNICAL","PROJECT MANAGER","Y",54475,2013,"ALEXANDRIA, VIRGINIA"," SOUTH",-77.0469214,38.8048355
"4367",4367,"CERTIFIED","SUNDBERG & SUNDBERG, LLC","NON-TECHNICAL","THERAPIST","Y",35547.2,2013,"FISHERS, INDIANA"," MID WEST",-86.01335,39.9567548
"4368",4368,"CERTIFIED","THE BOARD OF TRUSTEES OF THE LELAND STANFORD, JR.","TECHNICAL","SOFTWARE DEVELOPER, BUSINESS","Y",74256,2013,"PALO ALTO, CALIFORNIA"," WEST",-122.1430195,37.4418834
"4369",4369,"CERTIFIED","MICROSOFT CORPORATION","TECHNICAL","RESEARCHER","Y",113818,2013,"REDMOND, WASHINGTON"," WEST",-122.121512,47.6739881
"4370",4370,"CERTIFIED","CLOUDRAY, INC.","TECHNICAL","BUSINESS ANALYST","Y",56160,2013,"PARSIPPANY, NEW JERSEY"," NORTH EAST",-74.4173877,40.8652865
"4371",4371,"CERTIFIED","GLOTEL, INC.","NON-TECHNICAL","TOWER ENGINEER","Y",39228.8,2013,"CHICAGO, ILLINOIS"," MID WEST",-87.6297982,41.8781136
"4372",4372,"CERTIFIED","SYBRID HEALTH, LLC.","TECHNICAL","IT DIRECTOR","Y",109075,2013,"DALLAS, TEXAS"," SOUTH",-96.7969879,32.7766642
"4373",4373,"CERTIFIED","ALLIEDMEDIX RESOURCES, INC.","NON-TECHNICAL","OCCUPATIONAL THERAPISTS","Y",59883.2,2013,"LONG ISLAND CITY, NEW YORK"," NORTH EAST",-73.9485424,40.744679
"4374",4374,"CERTIFIED","ORDUSION TECHNOLOGIES, INC.","TECHNICAL","PROGRAMMER ANALYST (BUSINESS ANALYST/QA ANALYST)","Y",54454,2013,"DULUTH, GEORGIA"," SOUTH",-84.1446376,34.0028786
"4375",4375,"CERTIFIED","ALLIEDMEDIX RESOURCES, INC.","NON-TECHNICAL","PHYSICAL THERAPISTS","Y",64043.2,2013,"LONG ISLAND CITY, NEW YORK"," NORTH EAST",-73.9485424,40.744679
"4376",4376,"CERTIFIED","GENESYS TELECOMMUNICATIONS LABORATORIES, INC., A P","NON-TECHNICAL","SYSTEMS SUPPORT ENGINEER","Y",60507,2013,"VIENNA, VIRGINIA"," SOUTH",-77.2652604,38.9012225
"4377",4377,"CERTIFIED","COMPUTECH CORPORATION","TECHNICAL","SOFTWARE PROGRAMMER","Y",46821,2013,"DETROIT, MICHIGAN"," MID WEST",-83.0457538,42.331427
"4378",4378,"CERTIFIED","BOLAR, HIRSCH & JENNINGS, LLP","NON-TECHNICAL","ACCOUNTANT","Y",47902.4,2013,"IRVINE, CALIFORNIA"," WEST",-117.7946942,33.6839473
"4379",4379,"CERTIFIED","ARKSTEK, INC.","TECHNICAL","ORACLE SOA DEVELOPER","Y",46072,2013,"AURORA, COLORADO"," WEST",-104.8319195,39.7294319
"4380",4380,"CERTIFIED","GULFSTREAM AEROSPACE CORPORATION","TECHNICAL","ENGINEER I","Y",52832,2013,"SAVANNAH, GEORGIA"," SOUTH",-81.0998342,32.0835407
"4381",4381,"CERTIFIED","CHARTER GLOBAL, INC.","TECHNICAL","PROGRAMMER ANALYST","Y",49754,2013,"DULUTH, GEORGIA"," SOUTH",-84.1446376,34.0028786
"4382",4382,"CERTIFIED","PRIMESOFT, INC","TECHNICAL","QUALITY ANALYST","Y",45094,2013,"PISCATAWAY, NEW JERSEY"," NORTH EAST",-74.4642861,40.554887
